userName,score,date,thumbsUpCount,comment
민성림,1,2020-04-02,0,왜 다운로드가 않되는거죠?
정중환,5,2020-04-02,0,좋다
조성주,5,2020-04-02,0,빠른써비스정확한써비스
후후후,1,2020-04-01,0,하 거지같애
키키,1,2020-04-01,0,급해 죽겠는데 어플자체에서 이체 오류뜨네요
suseok kim,1,2020-04-01,0,은행 앱이 이체 오류 나는 건 치명적 아닌가? 정신 좀 차립시다
JI YEONG KIM,1,2020-04-01,1,카카오뱅크 내통장 입출금 내역 안보이고 에러코드 SS9999 뜹니다. 고객센터 전화 안받고. 고객센터에 전화해서 앱관련문의 5번 누르니까 잘못눌렀다고 그러네요...
장정희,5,2020-04-01,2,저축안하면 모아지지않고 지출이되는데 부담적은 금액으로목돈이만들어 지다보니 재미있어요~^^
이말순,5,2020-04-01,2,번거로운 보안카드 없이 한번에 오케이 확실히 편리합니다******
DAL,5,2020-04-01,0,편하고 좋아요.
Google 사용자,5,2020-04-01,0,편해요
김현아,5,2020-04-01,1,유용하고 편리함 ^^
A E,1,2020-04-01,2,도랏나 신분증 촬영할 때 소리 왜 남 무음으로 해뒀는데;; ㅡㅡ 독서실에서 하다가 깜짝 놀랐네ㅡㅡ
호령TV,5,2020-04-01,2,은행에 가지않고도 편하게 카뱅으로 적금과 예금까지 쉽게 개설 할 수 있어서 편하고 좋네요..26주적금도 아주 신선하고 좋아요. 요일마다 조금씩 모으다보면 목돈이 되니 재미도 쏠쏠합니다.앞으로도 좋은상품 많이 개발 해 주세요. 이벤트성 예금상품이나 적금상품 있으면 더 좋을것 같아요^^
리소,5,2020-03-31,68,"입출금이 자유로울뿐만 아니라 거래 중간중간 이자수입 발생, 세이프박스에 비상금 넣어두고 다달이 이자수입도 솔솔~~ 친구,친지, 손자,손녀들 계좌번호를 몰라도 카톡으로 송금이 되니 받는 이들도 기쁨두배.. 계좌거래시 수수료도 빵~ 친구들 모임회비도 수입/지출/잔액 등 완전개방 공용관리가 되어 회비수입도 원할^^ 와~ 좋은점이 넘 많아서 계속계속 잘 쓸게요^^ 더욱 더 편리하고 믿음직한 카뱅이 되길 바랍니다. 화이팅😍"
조경민,5,2020-03-31,0,좋아유
김은애,5,2020-03-31,0,굳
방미영,5,2020-03-31,1,정말 잘쓰고 있었는데 핸드폰이 업데이트 되더니 들어가지지 않네요 ㅠㅠ
김승찬,5,2020-03-31,0,굿
홍세영,3,2020-03-31,0,왜 다운로드가 안되나요?
김민혜,3,2020-03-31,0,좋아요
구민우,5,2020-03-31,0,혁신이다....Good
가발벗어라,1,2020-03-31,0,가입 대충 좀 합시다
진승권,5,2020-03-31,0,Good~!!!
정지연,4,2020-03-30,3,26주 적금할때 이모티콘 너무 똑같은것만 나와서 재미가 반감되는 듯... 그것만 아니면 넘넘 재밌고 쉽게 목돈이 되서 좋아요~~^^👏👏👏
김신영,5,2020-03-30,0,너무 편리합니다
김야미,5,2020-03-30,0,다 좋아요
이용갑,5,2020-03-30,0,조아요
최지연,5,2020-03-30,0,아주잘사용중~개발자님 땡큐
조사마,5,2020-03-30,0,너무 좋네요~
이한희,1,2020-03-30,1,휴대폰 바껴서 다시 깔고 하는데 신분증 사진 찍는 부분 거기에서 계속 얼굴 인식이 안된다고 하고 다시 찍게 만들고 해서 개인정보를 따로 적을 수 있게 하면 안되나요?
김태규,1,2020-03-30,0,아니 주민등록번호랑 이름 다 맞는데 안돼네 아...
Jaja J,5,2020-03-30,29,공인인증서를 사용하지 않는 금융 앱. 예/ 적금은 다른 은행보다 금리가 많이 낮은 편이지만 입출금통장의 체크카드 발급 및 분실 정지 기능도 편리하며 해외결제에 대한 설정도 스위치로 온오프 가능함. 모임통장의 경우 회계를 맡아 누가 얼마를 냈는지 별도로 적을필요가 없고 모임통장의 역할을 다했을때 해지하는 것도 빨라서 좋음. 일반생활비 입출금통장(체크카드) 및 모임통장 관리하기 정말 좋은 어플
EUNGCHANG KIM,5,2020-03-30,0,편리함 사용하기 좋음
Jung Bin Yuk,5,2020-03-30,1,정말 편리하게 잘 사용하고 있습니다. 별점 거의 안남기는데 정말 만족해서 남깁니다. 최고!
Bomi Song,5,2020-03-30,1,이율 제일 높고 간편하고 좋아요!
금금돌,2,2020-03-30,0,사용불편
김일.,1,2020-03-30,0,외국인도 사용할수 있게 해줫으면 좋겠네요
고영부,5,2020-03-30,0,편리하네요~
YS J,3,2020-03-30,0,계좌순서변경
오영준,5,2020-03-29,0,좋아요
김종근,1,2020-03-29,0,급할때 이체 오류자주뜸 어플다시깔아야되는데 급할때라 짱나네요
옓이,3,2020-03-29,0,왠지 모르겠는데 지금 23일 이후로 저금통 신청해 두었는데 잔돈이 안 빠져 나가네요
방철호,5,2020-03-29,0,언제나 만족해요
양희성,1,2020-03-28,0,관리자님 저만계좌만들기 안돼나요? 지금 주민번호가계속틀리네요 맞는데도 오류인가오먼가요 좀 알려주세요
미니미니,5,2020-03-28,0,설명이 필요한가 Good~
냐냐냐,5,2020-03-28,0,너무 편리해서 좋습니다
bin,1,2020-03-28,0,제 카카오계정이 정지당했는데 계좌 해지하는법좀
박상현,5,2020-03-27,0,너무좋아요
김학관,5,2020-03-27,0,Good
이용호,5,2020-03-27,0,최고에요 마음에들어요
이영철,5,2020-03-27,0,좋아요
수달아 오래오래 행복하자,1,2020-03-27,61,핸드폰 본인 명의가 안돼있어서 통장 계좌등록 안되는게 너무 아쉬워요..ㅠ 다른 앱들은 다되서편하게 쓰는데 카톡에서 쇼핑할려고 카카오뱅크도 하나 할려고하는건데 넘 불편해요..ㅠㅠ 빨리 개선 됐으면 좋겠어요..카카오뱅크는 여기저기 잘 쓸것 같았는데..ㅠㅠㅠㅠㅠㅠ
고봉수,5,2020-03-27,0,좋넉
Jin Jung,3,2020-03-27,65,한국에서 잘 쓰다가 해외에서 사용중인데 핸드폰 포맷시키면서 앱다시깔고 하는중입니다. 현지 통신사로 핸드폰 번호를 바꾸는 바람에 핸드폰 본인인증이 안되요. 계좌는 유지중인데 어떻게 해외에서 휴대폰 본인 인증하나요?
"GO SUNG KIM,",5,2020-03-27,0,감사희 잘 사용 하고 있습니다.
z s,5,2020-03-27,0,좋아요
일체유심조,5,2020-03-26,0,편리하게 잘 사용하고 있습니다 감사합니다
jongyoon park,5,2020-03-26,0,용이하게 잘 사용하고 있습니다^^
이정근,5,2020-03-26,1,정말편리하고 신뢰로 함께하고있습니다~홧팅~☆☆☆☆☆
서민기,5,2020-03-26,0,넘 편리해서 좋아요^^
Sang Soo Wi,4,2020-03-26,1,매우 만족합니다
서시작하다,3,2020-03-26,2,계좌 개설하기 신청하기 눌러서 이름 주민번호다 있고 근데 주소검색에 동쳐도 넘어가지않고 그대로 뭐 누르라는 것도 안뜨고 당췌먼지...;;;
정범진,5,2020-03-26,4,이체수수료가 없다는것만으로도 만족
jenna lee,5,2020-03-26,0,정말잘쓰고있어요 간편!!!
윤승호,1,2020-03-26,0,계좌 확인을 위해서 신분증이라고해서 주민등록증 운전면허증만 신분증 취급하시나요 여권도 신분증인데.. 주민등록증 없으면 쓰지말라는건지..
김기천,5,2020-03-26,0,좋아 요
위승석,5,2020-03-26,0,사용하기 편리해서 좋았습니다.
찌니빵야,5,2020-03-26,2,뱅크샐러드와 같이 사용하고 있는데 카뱅 진짜 쓰길 잘했어요 😀😀
실버벨,5,2020-03-26,0,굿
오세준,5,2020-03-26,0,편해요
고한성,5,2020-03-26,3,편리해서 다른은행 어플은 사용 안하게되네요
정선녀,3,2020-03-26,1,편하긴하나 ....온라인으로 직원이나 지점임대하지 않아 사업성이 좋을거같은데 그에 비해 이율이 적은거 같아요
남용욱,5,2020-03-26,0,좋아요~
김병훈,5,2020-03-26,0,금리가 떨어져서 실망
슈야_Shuya,3,2020-03-26,1,좋은데 이게좀 아쉬워요 무통장입금은 못하나요?
Cheon Min Shin,5,2020-03-25,2,엄청 편리하고 좋습니다.
한송이,5,2020-03-25,0,좋아요
요요,1,2020-03-25,0,아니 주민등록번호 랑 이름 정확히 적었는데 자꾸 틀렸다면서 다음날하라네요.. 참
개방구,5,2020-03-25,1,엄청 빠르고 편해요♡
김지훈,5,2020-03-25,0,좋아요
정유진,1,2020-03-25,0,카뱅 브랜드를 믿고 한국투자어플 콜라보 이벤트 참여한건데... 어플 복구되면 카뱅 계좌까지 같이 삭제해 버리겠습니다ㅡㅡ 어떻게 저런 쓰레기 어플이랑 콜라보를 하죠...?
Kang Jeong Gu,5,2020-03-25,0,굿
정명식,5,2020-03-25,0,좋아요
정중택,5,2020-03-25,0,다운로드 대기중 이라고만 뜨고 깔리지가 않네요
김상범,5,2020-03-25,0,굿
조남희,5,2020-03-24,0,편리하고 사용하기 좋아요
장동기,3,2020-03-24,0,잘 이용하고 있어요
오츄꾸미ᄏᄏ,5,2020-03-24,0,good
황혜정,1,2020-03-24,1,급여 관련 증빙서류로 건강보험자격득실확인서(직장가입자) 또는 고용주 사업자등록증과 근로계약서(아르바이트 확인)를 함께 제출하시면 당행(카카오뱅크 앱)에 등록된 직장정보와 일치여부 확인 후 심사가 가능합니다. 관련 서류 확인 후 재신청 부탁드립니다. 라고 해서 서류를 보냇더니 서류가 인정되지 않는다하면 카뱅은 아예못쓰나요?
seo gi jang,3,2020-03-24,0,아직
J L,5,2020-03-24,2,용량이 가벼워서 좋군요. 심플하고 재밌는 컨텐츠도 맘에 듭니다.
정우영,5,2020-03-24,0,굿
송왕근,5,2020-03-24,8,"편리함,빠른 접근성,다양한 금융정보 제공, 맞춤형 상품 개발, 등등 지속적인 연구를 통해 수요자의 편익을 위하는 진정성이 으뜸입니다. 무한 발전이 예상됨."
이충훈,5,2020-03-24,0,좋음
한경국,5,2020-03-24,0,아주 편리합니다
DK K,5,2020-03-24,0,신속하고 편리한 금융서비스
이재화,5,2020-03-24,0,원조경
이용종,5,2020-03-24,0,좋은거같애요
고고진현,5,2020-03-23,0,편리하네요
전병일,4,2020-03-23,0,조아요
L구름안주,1,2020-03-23,0,업데이트 하라면서 한시간째 업로드가 안되네요
도꾸팝드라이브,5,2020-03-23,0,편하고 좋아요
kids game,5,2020-03-23,0,좋아요
J티나,5,2020-03-22,1,간편하고 여러모로 괜찮네요
변창열,4,2020-03-22,0,굿
월별 Youtube청,5,2020-03-22,0,카카오톡 프렌즈 카드 쓸수있어서 좋아요~! atm 수수료 무료라서 좋습니당ㅎㅎ
김정기,5,2020-03-22,2,갈기를 잃은 슬픈사자. 카카오라이언 으로 결제를 자주하고 이용할때마다 늘 생각합니다. 진짜 다른 은행이더군요^^
Tokyoraid Lover,1,2020-03-21,37,프사 바꾸는 거마다 오조오억배 흐릿해지는 거 ㄹㅈㄷ
동구,1,2020-03-21,0,아니 ㅋㅋㅋㅋ 계좌만들라고 통장신청하기드가서 민증 확인하면서까지 이름 하고 주민등록번호 쓰는데 민증에 써있는 이름이 내 실명이 아니라네 ㅋㅋㅋ 내가 씨 얼탱이가 없어서 ㅋㅋ
문제일,5,2020-03-21,0,굿굿 간단하고 좋아요 g
Fide Sola,1,2020-03-20,0,일단 계좌가 안파짐. 1단계에서 포기
Jo Young W.,3,2020-03-20,1,로그인이 안되요. 급히 결제 서비스를 해야 되는데요. 필리핀 입니다.
김영순,3,2020-03-20,0,뱅크 앱을 다시 깔으려는데 안되네요 순서가 있을까요?
김수향,1,2020-03-20,0,대출 실행 중 뜬금없는 앱 업데이트 ㅋ
박세욱,5,2020-03-20,0,수고하세요.
Choul-O Kim,5,2020-03-20,3,송금수수료 없어서 좋아요.
조성환ann,5,2020-03-19,0,매우좋아요
김호구,1,2020-03-19,0,계좌를 개설하려고 민증 사진을 찍었는데 자꾸 오류가 뜨네요. 빡쳐서 사용 안하렵니다.
JongSu Mun,4,2020-03-19,0,good
양민주,5,2020-03-19,3,언제든지 빠르게 은행업무 볼수있어서 쵝오여! 세이프박스 금액이 정해져있어서 조금 아쉽! 이자율두 높아 쵝오!
조근주,5,2020-03-19,0,굿
송진아,4,2020-03-18,3,다 좋은데 계좌 정렬 순서 변경할수 있게 해주세요ㅠㅠ
정방훈,5,2020-03-18,0,좋아요
김휘태,5,2020-03-18,0,편하고 좋아요
유용석,5,2020-03-18,2,너무 간편해서 사용이 최고 ~~!
정다경화이팅,5,2020-03-18,0,짱
Heedon Cho,5,2020-03-18,0,좋아요
김보성,3,2020-03-18,0,저기 혹시몇살부터체크카드발급받을수있나요?
고종식,1,2020-03-17,0,로그인이 왜안되죠?? 와이파이인데 로그인할때 네트워크로인한 문제라 하는데..
Gae-jussi,3,2020-03-17,1,뭔가 에러 난듯 확인하고 수정 바랍니다.
오경훈,5,2020-03-17,0,조아요 필수
삼덕김,5,2020-03-17,0,빠르고실속있음
양치기,5,2020-03-17,0,정말 잘쓰고있어요
Rio Kim,5,2020-03-17,0,어두운 테마를 원합니다!
MOZZI,5,2020-03-16,0,전국 ATM 입출금 수수료 무료 개꿀
Duck덕,4,2020-03-16,0,이체가 빠른것 같습니다.
규환이,5,2020-03-16,0,편리해서
김동한,5,2020-03-15,0,좋아요
김영훈,5,2020-03-15,0,최고~^^
코코,1,2020-03-15,20,폰 초기화해서 다시 깔았는데 계좌 있는거냐고 해서 그거 누르고 인증했는데 신분증 발급일자 5회 오류라고 안되는데 어떻게 해야돼나요 안에 돈은 들어있는데 얼마 있는지도 모르고 송금도 못하고 뭐 어쩌라는건지
수리수리무리수,1,2020-03-15,0,사진이나좀 잘찍히게 해봐라 몇번을찍는거냐
배정환,5,2020-03-14,0,카카오뱅크를 사용하는사람끼리 편하게송금
2pm Sunday,1,2020-03-14,0,쓰지도 못하게 만들거면 왜 처 만들었냐 없에라 좀
Ibrohimbek Alisherov,2,2020-03-14,1,인국인 안 됩니까?
Ethan,5,2020-03-13,40,잘쓰고 있습니다. 건의사항 드립니다. 1. 계좌순서변경 가능하게 해주세요. 2. 계좌 숨기기 기능(단순히 보이지만 않게)해주세요. 좋은 어플 잘쓰고 있습니다. 건의사항 반영부탁드려요.
하쿵,1,2020-03-13,1,갤럭시 20u 신분증 촬영에서 사진이 안찍히고 검정화면만 뜨네여
HJ L,5,2020-03-13,1,편리하고 어플 실행 속도도 빠름
오성환,5,2020-03-13,0,좋아요
정정상복,5,2020-03-13,1,참 편리하고 다양한 이벤트 들과 합리적 인 요건이 들이 잘같쳐진 은행
임시혁 짱짱,5,2020-03-13,0,최고의 은행 최고의 서비스
구더덕,5,2020-03-13,0,아주편하게쓰고있어요
1 2,1,2020-03-12,1,갑자기 잘쓰다가 루팅으로 변형된 운영체제 기기로 판단된다뇨ㅠㅠ.... 무슨일이죠
Quilotte,5,2020-03-12,2,편리하고 사용하기도 쉽고 정말 잘 만든 것 같아요! 잘 쓰고있습니당
김준태,5,2020-03-12,0,좋네요
박희태,5,2020-03-12,0,엄청좋아요...
김영진,5,2020-03-11,0,언제어디서편리함이 최고입니다~~^^
lim sungwon,1,2020-03-11,0,설치가 안됨
따발이,5,2020-03-11,0,최고 뱅킹앱
wm j,5,2020-03-11,0,계좌 순서 변경할 수 있게 만들어주세요
a핑구,3,2020-03-10,2,사진을 없애고싶은데 사진을 없앨 수 있는 선택지는 없네요 사진을 기본으로 변경할수있게해주시면 감사하겠습니다.
석현주,5,2020-03-10,3,편리한 이체 접근과 나의 금융을 여러가지 방법으로 분산 관리할수 있는점이 가장큰 매력인거 같습니다.
이태칠,5,2020-03-10,0,구웃 자압
byoung ho ahn,5,2020-03-10,0,편리하고 조아여
Google 사용자,5,2020-03-10,0,매우간편
임수현,2,2020-03-10,3,요즘 이체 하려고 하면 오류가 떠서 전화상담을 해도 어플을 삭제하고 다운받는 방법밖에 없다고 해서 계속 삭제하고 다운받는 방법으로 하고있는데 급할때는 사용하지도 못하고 계속 저 방법를 쓰려하니 귀찮네요 오류 안뜨게끔 해주세요
이지현,2,2020-03-10,4,전에 쓰던 폰이 고장나서 새로 바꿨어요 번호가 바뀐 상태에서 원래 계좌가 있으신가요를 누르고 신분증을 찍었는데 5회 오류라고 뜨네요;;
김영신,5,2020-03-09,0,사용에 편리
고영백,5,2020-03-09,0,조아요
ᄋᄅ,1,2020-03-09,0,계좌계설 하려고 하면 계속 튕겨요 삭제 업뎃 다해봤음
이성우,5,2020-03-09,0,굿
이창수,5,2020-03-09,0,지금까진 편한거 같음
김봉진,5,2020-03-08,0,너무편해요
King Cobra,5,2020-03-08,1,거래한도가 적은거 빼고는 다 좋아요
방지민,5,2020-03-08,0,굿
이선희,5,2020-03-08,0,간편해서 좋아요
방주희,5,2020-03-08,3,모임통장 쓰고있는데 편리하네요 한가지 의견이있는데 내역쓸때 영수증샷같은거 첨부할수있게해주시면 감사해요 다같이내역을 보긴하지만 영수증은 따로보관해야되서 불편하네요;;;;
크루TH,1,2020-03-07,0,"카카오계좌 있는데 안뜸, 시키는대로 다했는데도 안됨. 답답함"
김은영,4,2020-03-07,2,영업점 가지 않고 자유롭게 은행 이용이 매우 편리합니다!~
오원택,1,2020-03-07,0,왜 안깔리죠..? 계속 다운로드 대기중만 뜨네요
똫,5,2020-03-06,0,👍👍👍👍👍
김정민,3,2020-03-06,0,나만 업데이트가 안되는건가?ㅜㅜ
A-신재민,1,2020-03-06,4,개명을 해서 카톡도 본인인증 다시하고 로그인을 해도 실명이 다르다고 게속 뜨네요 막상 개명전 이름 하니까 계좌개설이 가능하고 문제좀 고쳐주세요
양승환,4,2020-03-06,0,업데이트 안되네요
이재현,5,2020-03-06,0,편하고 빨라요
백정호,1,2020-03-05,1,아무것도 안했는데 왜 갑자기 루팅기기라고 안되나요 이번에 산성 업뎃 받았을뿐인데 갤럭시s10 5g유저
김장익,5,2020-03-05,0,편리합니다
김인호,4,2020-03-04,1,루팅이 뭔지모를 정도로 기계 문외한인데 루팅으로인한 강제 종료는 어떻게 해결하나요?
전설의주먹,2,2020-03-04,6,신분증 거래제한 때문에 쓰지도 못하고 다시 재촬영해도 확인중이라며 기약없는 기다림을 하는데 난감합니다.
김현진,5,2020-03-04,1,완전 사용하기 간편함
최병무,4,2020-03-04,0,최초의 모바일 뱅킹 ? 금융생활을 바꾸었다고 생각됩니다 번창하기를
유영진,5,2020-03-04,0,개좋음
백운탁,5,2020-03-03,1,편리하고 빠르고 조아요
사준서,5,2020-03-03,3,편리함은 물론 신뢰도 높고 매우 좋습니다
Huisang Jo,5,2020-03-03,0,편의성 짱
이수지,1,2020-03-03,3,폰 바꾸고 신분증때문에 거래제한 자주사용했었는데 자동이체고 뭐고 발급될때까지 한달동안 계좌묶어놓고 기다리기만하라네요ㅋㅋ
공유,5,2020-03-03,0,굳입니다 편리합니다
조은희,5,2020-03-02,2,완전 좋아요~^^ 넘 편리한 내손의 은행
김진영,5,2020-03-02,0,굿!
솜603동,1,2020-03-02,0,업데이트가안되요ㅠㅠ
Poet80 Crazy,1,2020-03-02,0,왜 다운로드 또는 업데이트가 안되는겁니까!! 다른 모든 앱은 업데이트가 되는데...
유필립,4,2020-03-02,0,카카오 저금통 으로 저축하고 있어요
kh kim,1,2020-03-02,7,"아니 패턴이고 뭐고 영상 통화 인증해서 다 바꿨는데 이 개 뭐같은 카카오뱅크는 왜 또 틀리니까 인증하래... 게다가 패턴, 인증 비번, 계좌 비번 하나당 영상 전화 한통인데 인증 비번 모르겠다니까 왜 계좌 비번을 쳐바꾸는 영상 통화를 하는거야... 하... 빨리라도 처리해주든가... 안써 그냥"
손운일,5,2020-03-02,3,어디서든 쓸수있고 수수료없는 행복 좋아요!
빠빠삐용,5,2020-03-02,0,굳
화물트러커,3,2020-03-02,1,잘쓰고있는데 ...카톡친구 목록 다운이 갑자기 안되네요 바로 돈 보낼려고 하는데.. 왜이런건가요?
한상목,5,2020-03-02,0,편해요~^^
민유,5,2020-03-02,0,굳
개미는뚠뚠,1,2020-03-02,1,계좌 개설 한적이 없는데 했다고 뜨네요... 20일이나 기다려야하고
이기석,5,2020-03-01,0,좋음
방민해,1,2020-03-01,0,실명을 적었는데 실명 확인이 안 된다는데요 ??
김수현,5,2020-03-01,0,편하고 굿입니다.
요이치,5,2020-02-29,0,굳
정다니엘,5,2020-02-28,0,좋아요
ByeongKwon Jeong,5,2020-02-28,0,굳
LITIUM,5,2020-02-28,2,[제안] 세이프박스에 폴더를 만들어서 쪼갤 수 있을까요. 통장을 늘리긴 싫고 세이프박스에 따로 넣어두고 싶어서요
구강남,5,2020-02-28,0,좋네요
리코,5,2020-02-28,1,너무 유용하게 잘쓰고 있어요~ 수수료가 없어서 너무너무 좋아요~♥
이민주,5,2020-02-28,0,좋다
이철희,5,2020-02-28,0,너무 굿
이재화,5,2020-02-28,0,원조경
노희원,1,2020-02-27,0,계좌 업그레이드 할때 신분증 인식이 너무 안돼요
cmh319 *,5,2020-02-27,86,"엄청 편리하고 좋아요! 타은행 어플들보다 로그인속도도 빠르구용 세이프박스도 엄청 잘쓰고있습니다 너무 잘 쓰고 있어서 그런데 계좌당 한개말고 2개정도만 더 만들어주시면 안될까요?? 다들 애껴쓰자 목록 손대면 안되는거1, 2, 3정도까진 있잖아요★.. 세이프박스때매 통장을 또 만들 수는 없잖아요ㅜㅜㅜ"
김솔진,5,2020-02-27,0,쓰기 편해요
kaide,1,2020-02-27,2,신분증 촬영 왜 이 모양이죠? 다른 금융앱이랑 너무 비교되고 최악이네요. 별 하나도 아까움
이용규,1,2020-02-27,0,나만 업데이트가 안되는건가? 뺑뺑 이만 겁나도네
이창준,5,2020-02-27,0,좋음
Google 사용자,1,2020-02-27,1,요즘 진짜 어플 왜이러죠? 맨날 계좌이체하려고 하거나 세이프박스 이용하려고 지문인식하면 계속 일시적 오류라고 다시 시도하라고 뜨고;; 몇시간 지나고 해도 계속 똑같이 뜨길래 어플 아예 삭제하고 다시 다운받으려니 이젠 다운도 안되네요. 리뷰 보니까 저같은 경우가 한둘이 아닌데 자세한 상황을 설명해달란 말만 하지말고 어플 자체적인 문제 해결을 해달라구요.
전수정,5,2020-02-26,0,편해요
잘살아보세,5,2020-02-26,0,굿
송수근,4,2020-02-26,0,너무 편하고 좋더라구요
개소리요약충,5,2020-02-26,0,이제 되네. 전에 됐으면 진작에 썼는데 아깝네
바크지윤,1,2020-02-26,9,이름과 주민등록번호를 몇번씩이나 똑바로 쳐봐도 실명이 맞지 않다면서 오류가 뜨네요. 제가 지금까지 제 이름을 잘못 알고있기라도 했다는건가요?ㅋㅋㅋㅋㅋㅋㅋ
문형원,5,2020-02-26,0,겁나 편해요
A김희주 1820,5,2020-02-26,1,"윽!!@갤럭시 노트 9쓰는데 소프트웨어 업데이트 이후에 루팅으로 변형된 기기 라고 자꾸 꺼지네요 카뱅의 보안성 박수칠만 한데 넘 불편해요 아 어케 고치나요~~,"
최최,2,2020-02-25,2,저기요 체크카드 이체 확인 하고 신청할려 그러니까 계속 신청일자 오류 뜨면서 나오더라고여 그거 고쳐줄수 잇나요??
박효진,5,2020-02-25,1,업데가전혀진행안되고요전에쓰딘버전도날아갔어요 ㅜ ㅜ
핫픽소,1,2020-02-25,0,하하하
피쿠drum,5,2020-02-25,0,굿
dy h,5,2020-02-25,0,최고!최고!
더프라미스,5,2020-02-25,0,좋아요
이명수,1,2020-02-25,1,내신용정보 누르면 오류뜨면서 앱이 종료됩니다. 해결좀 해주세요
강동한,5,2020-02-25,0,편..
스누피,5,2020-02-25,0,감사하게 잘 쓰고있습니다
이연주,4,2020-02-25,0,편리합니다
임혜진,1,2020-02-25,5,본인확인 죄다 하고 첫 화면으로 돌아오니 다시 본인 확인 뜨는건 왜 그런가요???신분증 인식도 엄청 엄청 안돼서 5분 넘게 걸리더니 처음부터 다시하라니까 못해먹겠네요
한재성,5,2020-02-24,1,"무 수수료, 편리한 이체,"
김성훈,5,2020-02-24,0,그냥 굿이요
심완규,5,2020-02-24,1,굿
손병희,5,2020-02-24,3,일반 은행보단 사용 훨 편리함 수수료 없어 굿!
JAGUAR,5,2020-02-24,0,고마워요
석석주혜,5,2020-02-24,0,너무좋아요
정명관,5,2020-02-24,0,편리합니다
Donghyun Kr Kim,5,2020-02-23,0,확실히 잘만드는구나 인터넷은행의 아이콘
dwayne kim,5,2020-02-23,0,easy to use
Jisoo KIM,1,2020-02-23,0,계좌가 안만들어져요. 스트레스받아 중을거같ㅇ요
오수진,5,2020-02-22,0,좋아요ㅎ편리해요ㅎ
이기일,5,2020-02-22,14,간편하게 마이너스대출되었네요 이자율도 3%후반대 돈이아쉬웠는데 1금융권보다 이자율도싸고 간소하고 3분도안걸리고 대출했네요 신용만 좋으시면 적극추천합니다
박윤,4,2020-02-22,0,좋네요
정승하,5,2020-02-22,0,손안에 편안한 은행^^
김창재,1,2020-02-22,64,"스터디 때문에 모임통장좀 만드려 했더니, 한도 제한 풀고 일반계좌로 변경하래서 제출서류 지금 살고 있는 원룸 공과금 고지서 냈더니 자꾸 반려당함ㅠ 대학생이라 세금 안내니 세금 고지서는 안되고, 휴대폰 요금계좌를 당장 바꿀 수도 없고 근로계약서는 알바를 최근에 하지 않아 없고 건강보험자격득실은 정규직 취업을 하지 않아 없고 ㅠㅠ 이거 완전 직장인을 위한 은행이로구만~~"
김덕기,5,2020-02-22,0,네트워크 오류는 어떻게 하나요
유용민,3,2020-02-22,2,"Android R 프리뷰 사용중입니다. 본인인증 과정에서 주민등록증 촬영시 카메라 프리뷰는 정상적으로 뜨나, 어떤 방법으로도 주민등록증임을 인식하지 못합니다."
이승훈,4,2020-02-21,0,좋아유
정지용,5,2020-02-21,0,조음
엄진호,5,2020-02-21,0,서민들에게 좋은 은행!
C낭만,1,2020-02-21,0,1시간째 업데이트중입니다. 어떻게 다시 시작하나요
TABACO km,1,2020-02-21,0,삼성 보안업데이트 이후 루팅폰이라고 안됨.....장난인가
홍도마,5,2020-02-21,0,최고예요 ^^&
한명재,4,2020-02-21,0,"다크모드 적용 시켜주세요,,"
노래하는Nam,1,2020-02-21,2,오류코드 Error Code (SI_001) 이것좀 고치세요 몇번을 지웠다 깔고 해야됩니까
Kelly Kim,1,2020-02-20,8,외국인도 계좌 개설할 수 있게 부탁드립니다. 해외 송금할 일이 많아 처음 카뱅 오픈했을때부터 매달 체크하는데 계속 안되네요ㅜㅜ 부탁드립니다.
기분좋게,5,2020-02-20,0,좋아요~
김재환,5,2020-02-20,0,좋아요~
박복제,4,2020-02-20,0,참편해요
레이더,5,2020-02-20,0,굿
홍영지,5,2020-02-19,0,굿
Lin Seol,5,2020-02-19,0,카카오뱅크 너무 좋습니다. 꾸준히 이용할게요 ! 감사합니다 !
정인현,3,2020-02-19,0,업데이트가 안되서 삭제했다가 다시 깔려니 계속 대기중으로 뜹니다. 와이파이로도 해봤는데 똑같은데 어찌해야되나여?
카빅드래곤,5,2020-02-19,0,굿 매우편함
김태윤,5,2020-02-19,0,편라하고 좋네요.
장현철,5,2020-02-19,3,기존은행의 틀을 깬 이런은행 또 없습니다
그만큼신나시는 거지,5,2020-02-19,1,너무 편하고 좋아요 수수료도 없고 카뱅 짱 사랑해요
최승권,4,2020-02-19,1,어느 은행보다 편리하게 다가갈 수 있어서 좋아요
IL SAUNG LA,2,2020-02-19,0,업데이트가 왜 안되나요?
신현디,5,2020-02-19,16,안녕하세요 카뱅을 쓰다가 해외에 왔는데  해외에서 폰이 고장이나서 바꾸고 어플을 재 다운 받았는데 한국폰 번호가 없으니 본인인증이 안되서 들어가지지않네요ㅜ 어떻하나요..ㅠㅠ 한국번호는 해지시킨상태입니다
ᄋᄋ,1,2020-02-18,13,다른분들처럼 세이프박스에서 돈 빼고 계좌이체 하려고 하면 통신망에 문제가 있다고 하면서 거래가 안됩니다 간편하려고 쓰는 카카오뱅크린데 이렇게 오류가 많아서야 어떻게 이용을 하나요
강봉천,5,2020-02-18,0,굿~~~~~
정원록,1,2020-02-18,0,어플이 안깔립니다
Hyunju Yoo,5,2020-02-18,0,좋습니당
