"[('대출', 'NNG'), ('원금', 'NNG'), ('일부', 'NNG'), ('상환', 'NNG'), ('메시지', 'NNP'), ('구문', 'NNP'), ('처리', 'NNG'), ('실패', 'NNG'), ('뜨', 'VV'), ('작업', 'NNG'), ('다', 'MAG'), ('날아가', 'VV'), ('처리', 'NNG'), ('않', 'VX'), ('왜', 'MAG')]"
"[('주말', 'NNP'), ('대출', 'NNG'), ('진행', 'NNG'), ('안', 'MAG'), ('되', 'VV'), ('시작', 'NNG'), ('안', 'NNG'), ('만들', 'VV'), ('주', 'VX')]","[('다', 'MAG'), ('진행', 'NNG'), ('마지막', 'NNG'), ('절차', 'NNG'), ('업무', 'NNG'), ('시간', 'NNG'), ('같', 'VA'), ('이유', 'NNG'), ('안', 'NNG'), ('하', 'VV'), ('어떡하', 'VV')]","[('괜히', 'MAG'), ('조회', 'NNP'), ('기록', 'NNG'), ('늘리', 'VV'), ('되', 'VV')]"
"[('비대', 'NNP'), ('이', 'VCP'), ('계좌', 'NNG'), ('가', 'VV')]"
