"[('간편', 'XR'), ('실용', 'NNG'), ('이', 'VCP')]"
[]
"[('핸드폰', 'NNP'), ('인증', 'NNP'), ('하', 'VV'), ('하', 'VV'), ('번호', 'NNG'), ('입력', 'NNG'), ('하', 'VV'), ('클릭', 'NNP'), ('안', 'MAG'), ('되', 'VV'), ('어쩌', 'VV')]"
"[('너무', 'MAG'), ('좋', 'VA'), ('키키', 'NNP')]"
"[('왜', 'MAG'), ('이렇', 'VA')]"
"[('편하', 'VA')]"
"[('좋', 'VA')]"
