WORD,TAG,reinforcer,score,count
돈돈돈,MAG,1,0,1
돈벌이,NNG,1,0,1
돈이 없어,NNP,1,0,4
돈주머니,NNG,1,0,1
돋,VV,1,0,3
돋보기,NNP,1,0,6
돋보이,VV,1,0,20
돌,NNG,1,0,2
돌,NNP,1,0,9
돌,VV,1,0,95
돌고,NNP,1,0,18
돌려놓,VV,1,0,3
돌려받,VV,1,0,15
돌려주,VV,1,0,23
돌리,NNP,1,0,1
돌리,VV,1,0,45
돌리네,NNP,1,0,2
돌리지,NNP,1,0,1
돌머리,NNG,1,0,1
돌아가,VV,1,0,149
돌아다니,VV,1,0,7
돌아보,VV,1,0,1
돌아오,VV,1,0,52
돌아오는 길,NNP,1,0,1
돕,VV,1,0,9
동,NNG,1,0,6
동,NNP,1,0,1
동감,NNG,1,0,1
동경,NNP,1,0,1
동그라미,NNG,1,0,15
동그랗,VA,1,0,3
동글동글,MAG,1,0,4
동급,NNG,1,0,3
동기,NNG,1,0,3
동기화,NNP,1,0,7
동남아,NNP,1,0,1
동네,NNG,1,0,23
동년배,NNG,1,0,1
동동,NNP,1,0,3
동등,NNG,1,0,1
동력,NNG,1,0,2
동료,NNG,1,0,2
동류,NNG,1,0,1
동명,NNP,1,0,1
동문서답,NNG,1,0,2
동물,NNG,1,0,1
동반자,NNP,1,0,28
동백,NNG,1,0,1
동사,NNP,1,0,1
동사무소,NNG,1,0,1
동상,NNP,1,0,1
동생,NNG,1,0,5
동선,NNG,1,0,2
동시,NNG,1,0,50
동시,NNP,1,0,5
동아리,NNG,1,0,1
동안,NNG,1,0,291
동안,NNP,1,0,2
동영상,NNP,1,0,4
동원,NNG,1,0,5
동의,NNG,1,0,89
동의서,NNG,1,0,1
동이,NNP,1,0,1
동일,NNG,1,0,39
동일,XR,1,0,67
동작,NNG,1,0,39
동작,NNP,1,0,22
동전,NNG,1,0,47
동점,NNG,1,0,1
동조,NNG,1,0,1
동종,NNG,1,0,2
동참,NNG,1,0,1
동탄,NNP,1,0,1
동포,NNG,1,0,1
동행,NNG,1,0,6
동행,NNP,1,0,1
동향,NNG,1,0,6
동형,NNP,1,0,5
동호회,NNP,1,0,1
동후,NNP,1,0,1
돼지,NNG,1,0,1
돼지,NNP,1,0,4
되,VV,1,0,3410
되,VX,1,0,5060
되돌,VV,1,0,1
되돌리,VV,1,0,9
되돌아가,VV,1,0,12
되돌아보,VV,1,0,1
되돌아오,VV,1,0,1
되살리,VV,1,0,1
되풀이,NNG,1,0,2
된장,NNP,1,0,1
두,VV,1,0,69
두,VX,1,0,130
두 아들,NNP,1,0,1
두근두근,NNP,1,0,1
두기,NNP,1,0,2
두껍,VA,1,0,2
두둑이,MAG,1,0,2
두드러지,VA,1,0,1
두드리,VV,1,0,1
두려움,NNG,1,0,6
두려워하,VV,1,0,1
두렵,VA,1,0,4
두루,MAG,1,0,3
두루두루,MAG,1,0,6
두르,VV,1,0,1
두말,NNG,1,0,3
두목,NNP,1,0,1
두발,NNG,1,0,1
두보,NNP,1,0,1
두지,NNP,1,0,3
두통,NNP,1,0,1
둑,NNG,1,0,1
둔갑,NNG,1,0,1
둘,NR,1,0,70
둘러대,VV,1,0,1
둘러보,VV,1,0,4
둘째,NR,1,0,6
둥글,VA,1,0,2
둥둥,NNP,1,0,2
뒤,NNG,1,0,203
뒤,VV,1,0,1
뒤늦,VA,1,0,6
뒤떨어지,VV,1,0,12
뒤엎,VV,1,0,1
뒤적거리,VV,1,0,1
뒤죽박죽,NNG,1,0,18
뒤지,VV,1,0,19
뒤집,VV,1,0,2
뒤쪽,NNG,1,0,1
뒤처지,VV,1,0,15
뒤통수,NNG,1,0,4
뒷받침,NNG,1,0,1
뒷방,NNG,1,0,1
뒷북,NNG,1,0,2
뒷자리,NNG,1,0,15
드,NNG,1,0,2
드,NNP,1,0,98
드가,NNP,1,0,3
드나들,VV,1,0,3
드디어,MAG,1,0,15
드러나,VV,1,0,2
드러내,VV,1,0,4
드르륵,MAG,1,0,1
드리,VV,1,0,957
드리,VX,1,0,33
드릴,NNP,1,0,6
드림,NNP,1,0,70
드문드문,MAG,1,0,1
드물,VA,1,0,5
드세,VA,1,0,2
득,NNG,1,0,7
득실,NNG,1,0,1
든든,XR,1,0,70
듣,VV,1,0,31
들,NNG,1,0,3
들,VV,1,0,847
들,VX,1,0,206
들것,NNG,1,0,1
들길,NNG,1,0,1
들뜨,VV,1,0,1
들락거리,VV,1,0,2
들락날락,MAG,1,0,3
들려주,VV,1,0,1
들로,NNP,1,0,3
들르,VV,1,0,5
들리,VV,1,0,10
들어가,VV,1,0,1450
들어내,VV,1,0,1
들어서,VV,1,0,5
들어오,VV,1,0,660
들어주,VV,1,0,2
들여놓,VV,1,0,1
들여다보,VV,1,0,8
들여보내,VV,1,0,1
들여오,VV,1,0,1
들오,VV,1,0,1
들이,VV,1,0,10
들이대,VV,1,0,1
들추,VV,1,0,1
들키,VV,1,0,3
들통,NNG,1,0,1
듬뿍,MAG,1,0,1
듬직,XR,1,0,2
등가,NNG,1,0,2
등급,NNG,1,0,17
등급,NNP,1,0,37
등기,NNP,1,0,4
등대,NNP,1,0,1
등등,XR,1,0,5
등락,NNG,1,0,6
등록,NNG,1,0,1234
등록,NNP,1,0,382
등록금,NNG,1,0,7
등록증,NNG,1,0,2
등본,NNG,1,0,2
등신,NNG,1,0,2
등에,NNP,1,0,1
등장,NNG,1,0,3
등재,NNG,1,0,1
디,NNG,1,0,2
디,NNP,1,0,103
디데이,NNP,1,0,3
디도,NNP,1,0,2
디디,VV,1,0,2
디렉터,NNP,1,0,1
디렉트,NNP,1,0,4
디바,NNP,1,0,5
디버그,NNP,1,0,1
디스크,NNP,1,0,1
디스플레이,NNP,1,0,7
디자이너,NNG,1,0,2
디자이너,NNP,1,0,26
디자인,NNG,1,0,73
디자인,NNP,1,0,550
디자인고,NNG,1,0,1
디즈니,NNP,1,0,1
디지털,NNP,1,0,35
디지털로,NNP,1,0,1
디지털화,NNP,1,0,1
디테일,NNG,1,0,11
디폴트,NNP,1,0,2
딘,NNP,1,0,5
딛,VV,1,0,1
딜리,NNP,1,0,1
딩,MAG,1,0,29
따,NNG,1,0,20
따,VV,1,0,17
따뜻,XR,1,0,18
따라가,VV,1,0,22
따라다니,VV,1,0,1
따라오,VV,1,0,8
따라잡,VV,1,0,1
따로,MAG,1,0,247
따로따로,MAG,1,0,8
따르,VV,1,0,116
따리,NNG,1,0,1
따사,XR,1,0,1
따스,XR,1,0,1
따지,VV,1,0,9
딱,MAG,1,0,147
딱딱,MAG,1,0,7
딱딱,XR,1,0,4
딱지,NNP,1,0,17
딱하,VA,1,0,1
딱히,MAG,1,0,100
딴소리,NNG,1,0,1
딴은,MAG,1,0,1
딸,NNG,1,0,17
딸기,NNP,1,0,1
딸리,VV,1,0,8
딸아이,NNG,1,0,3
땀,NNG,1,0,4
땀나,VV,1,0,1
땅,NNG,1,0,6
때,NNG,1,0,2843
때,VV,1,0,2
때때로,MAG,1,0,4
때려,NNP,1,0,2
때려치우,VV,1,0,4
때로,MAG,1,0,1
때리,VV,1,0,15
때마침,MAG,1,0,1
땡,MAG,1,0,1
땡,NNG,1,0,2
땡땡,NNP,1,0,2
땡큐,NNP,1,0,2
떠나,VV,1,0,26
떠나가,VV,1,0,1
떠나보내,VV,1,0,2
떠넘기,VV,1,0,3
떠밀리,VV,1,0,1
떠버리,NNG,1,0,1
떠안,VV,1,0,1
떠오,VV,1,0,1
떠오르,VV,1,0,5
떠올리,VV,1,0,4
떡,NNG,1,0,39
떨,VV,1,0,4
떨구,VV,1,0,1
떨리,VV,1,0,3
떨어뜨리,VV,1,0,1
떨어지,VV,1,0,134
떨어트리,VV,1,0,1
떵떵거리,VV,1,0,1
떼,NNG,1,0,3
떼,VV,1,0,7
떼어먹,VV,1,0,2
떼이,VV,1,0,1
또,MAG,1,0,1
또다시,MAG,1,0,15
또래,NNG,1,0,5
또렷이,MAG,1,0,1
또박또박,MAG,1,0,5
똑,MAG,1,0,1
똑같,VA,1,0,240
똑같이,MAG,1,0,46
똑똑,MAG,1,0,5
똑똑,XR,1,0,54
똑바로,MAG,1,0,93
똘똘,XR,1,0,1
똥,NNG,1,0,13
똥개,NNG,1,0,4
똥개,NNP,1,0,2
뙤약볕,NNG,1,0,1
뚜,MAG,1,0,2
뚜껑,NNP,1,0,1
뚜드리,VV,1,0,1
뚜렷,XR,1,0,4
뚝,MAG,1,0,7
뚝딱,MAG,1,0,4
뚝뚝,MAG,1,0,2
뚝배기,NNP,1,0,3
뚫,VV,1,0,5
뛰,VV,1,0,10
뛰어가,VV,1,0,2
뛰어나,VA,1,0,50
뛰어다니,VV,1,0,1
뛰어들,VV,1,0,1
뜨,VV,1,0,2559
뜨겁,VA,1,0,2
뜨이,VV,1,0,2
뜬구름,NNG,1,0,1
뜯,VV,1,0,2
뜯기,VV,1,0,1
뜯어고치,VV,1,0,1
뜯어내,VV,1,0,1
뜯어먹,VV,1,0,1
뜰,NNG,1,0,2
뜸,NNG,1,0,92
뜸하,VA,1,0,1
뜻,NNG,1,0,16
뜻밖에,MAG,1,0,1
띄,VV,1,0,174
띄어쓰기,NNP,1,0,4
띄우,VV,1,0,49
띠,NNG,1,0,11
띠,VV,1,0,3
띠우,VV,1,0,1
띵기,VV,1,0,2
라,NNG,1,0,9
라 1,NNP,1,0,1
라 주,NNP,1,0,6
라가,NNP,1,0,2
라거,NNP,1,0,1
라고,NNP,1,0,82
라구,NNP,1,0,1
라나,NNP,1,0,1
라다,NNP,1,0,1
라도,NNP,1,0,2
라라,NNP,1,0,2
라만,NNP,1,0,1
라면,NNP,1,0,38
라미,NNP,1,0,1
라바,NNP,1,0,2
라보,NNP,1,0,3
라스트,NNP,1,0,1
라오,NNP,1,0,2
라운지,NNP,1,0,2
라이,NNP,1,0,1
라이벌,NNP,1,0,1
라이브,NNP,1,0,2
라이트,NNP,1,0,5
라이프,NNP,1,0,9
라인,NNP,1,0,3
라임,NNP,1,0,2
라자,NNP,1,0,1
라피도,NNP,1,0,1
락,NNG,1,0,14
락스,NNP,1,0,6
란,NNG,1,0,10
란,NNP,1,0,23
랄,NNP,1,0,2
랑,NNP,1,0,10
래,NNG,1,0,18
랜덤,NNP,1,0,6
랜드,NNP,1,0,3
램,NNG,1,0,5
랩,NNG,1,0,4
랭킹,NNG,1,0,1
러,NNP,1,0,15
러브,NNP,1,0,2
러스트,NNP,1,0,2
러신,NNP,1,0,1
러키,NNP,1,0,3
럭스,NNP,1,0,1
레,NNP,1,0,10
레드,NNP,1,0,3
레만,NNP,1,0,1
레바,NNP,1,0,1
레벨,NNP,1,0,1
레시,NNP,1,0,3
레알,NNP,1,0,3
레이,NNP,1,0,23
레이드,NNP,1,0,1
레이블,NNP,1,0,1
레이스,NNP,1,0,2
레이아웃,NNP,1,0,18
레이어,NNP,1,0,3
레일,NNP,1,0,1
레전드,NNP,1,0,5
레트로,NNP,1,0,1
렉사,NNP,1,0,1
렌즈,NNP,1,0,1
력,NNG,1,0,4
로,NNG,1,0,13
로 리뷰,NNP,1,0,3
로고,NNG,1,0,1
로고,NNP,1,0,216
로고K,NNG,1,0,60
로고M,NNG,1,0,83
로그,NNP,1,0,143
로그인,NNG,1,0,713
로그인,NNP,1,0,4108
로기,NNP,1,0,3
로나,NNP,1,0,1
로드,NNG,1,0,2
로드,NNP,1,0,4
로딩,NNP,1,0,906
로라,NNP,1,0,5
로렌,NNP,1,0,1
로만,NNP,1,0,22
로망,NNG,1,0,1
로밍,NNP,1,0,3
로보,NNP,1,0,2
로봇,NNG,1,0,1
로봇,NNP,1,0,10
로비,NNG,1,0,1
로열,NNP,1,0,4
로열스,NNP,1,0,1
로직,NNP,1,0,4
로테이션,NNP,1,0,1
록,NNG,1,0,3
록,NNP,1,0,2
론,NNG,1,0,3
롤,NNG,1,0,6
롤백,NNP,1,0,8
롬,NNG,1,0,2
롭,NNP,1,0,7
롯,NNP,1,0,4
롯데,NNP,1,0,2
롯데시네마,NNP,1,0,6
롯데카드,NNP,1,0,1
루,NNG,1,0,8
루고 주,NNP,1,0,1
루미,NNP,1,0,1
루트,NNP,1,0,5
루팅,NNP,1,0,40
루프,NNP,1,0,1
룰,NNG,1,0,5
룰루랄라,NNP,1,0,1
뤼,NNP,1,0,1
류,NNP,1,0,8
류정한,NNP,1,0,1
르,NNG,1,0,21
르마,NNP,1,0,3
릉,NNG,1,0,1
리,NNG,1,0,2
리,NNP,1,0,79
리가,NNP,1,0,5
리그,NNG,1,0,1
리그,NNP,1,0,1
리나,NNP,1,0,1
리다,NNP,1,0,2
리도,NNP,1,0,2
리딩,NNP,1,0,9
리라,NNP,1,0,5
리릭,NNP,1,0,2
리만,NNP,1,0,1
리모,NNP,1,0,1
리모컨,NNP,1,0,2
리미,NNP,1,0,1
리부트,NNP,1,0,1
리뷰,NNG,1,0,2
리뷰,NNP,1,0,420
리브니,NNP,1,0,4
리브르,NNP,1,0,10
리셋,NNP,1,0,17
리소스,NNP,1,0,2
리스,NNP,1,0,2
리스크,NNG,1,0,2
리스트,NNP,1,0,20
리아,NNP,1,0,2
리야,NNP,1,0,2
리얼,NNP,1,0,1
리에,NNP,1,0,1
리자,NNP,1,0,1
리지,NNP,1,0,3
리츠,NNP,1,0,2
리키,NNP,1,0,1
리턴,NNP,1,0,2
리트,NNP,1,0,2
리포트,NNP,1,0,3
리포팅,NNG,1,0,1
리프,NNP,1,0,7
리플,NNP,1,0,3
리피,NNP,1,0,1
리한,NNP,1,0,3
릭,NNP,1,0,3
린,NNP,1,0,5
린지,NNP,1,0,7
릴,NNG,1,0,1
림,NNP,1,0,16
립,NNG,1,0,4
링,NNG,1,0,69
링크,NNP,1,0,20
마,NNG,1,0,132
마감,NNG,1,0,8
마구,MAG,1,0,1
마구잡이,NNG,1,0,1
마나,NNP,1,0,3
마냥,MAG,1,0,6
마네,NNP,1,0,1
마니,NNP,1,0,9
마니아,NNG,1,0,3
마다,NNP,1,0,2
마다,XR,1,0,1
마당,NNG,1,0,1
마들역,NNP,1,0,1
마디,NNP,1,0,3
마라,NNP,1,0,21
마라톤,NNP,1,0,1
마련,NNG,1,0,18
마렵,VA,1,0,1
마루,NNP,1,0,1
마무리,NNG,1,0,1
마법,NNP,1,0,1
마블,NNP,1,0,7
마비,NNG,1,0,1
마비,NNP,1,0,2
마스,NNP,1,0,5
마스크,NNP,1,0,7
마스터,NNG,1,0,1
마시,NNP,1,0,5
마시,VV,1,0,35
마시기,NNP,1,0,1
마시멜로,NNP,1,0,1
마왕,NNP,1,0,1
마우스,NNP,1,0,4
마은,NNP,1,0,2
마음,NNG,1,0,252
마음,NNP,1,0,1
마음가짐,NNG,1,0,1
마음껏,MAG,1,0,2
마음먹,VV,1,0,3
마이,NNG,1,0,63
마이너,NNP,1,0,1
마이너스,NNG,1,0,2
마이너스,NNP,1,0,26
마이웨이,NNP,1,0,1
마이크,NNP,1,0,3
마인드,NNP,1,0,11
마일,NNP,1,0,1
마일리지,NNG,1,0,5
마저,MAG,1,0,2
마주,MAG,1,0,2
마지막,NNG,1,0,90
마진,NNP,1,0,1
마찬가지,NNG,1,0,103
마치,MAG,1,0,10
마치,VV,1,0,13
마침,MAG,1,0,1
마케팅,NNG,1,0,1
마케팅,NNP,1,0,33
마켓,NNP,1,0,4
마크,NNP,1,0,26
마트,NNP,1,0,9
막,MAG,1,0,25
막,NNG,1,0,2
막,VV,1,0,74
막강,NNG,1,0,1
막대,NNG,1,0,1
막대,XR,1,0,1
막막,XR,1,0,2
막말,NNP,1,0,1
막무가내,NNG,1,0,2
막바지,NNG,1,0,2
막상,MAG,1,0,30
막심,NNG,1,0,3
막심,NNP,1,0,1
막연,XR,1,0,2
막장,NNG,1,0,1
막히,VV,1,0,94
막힘없이,MAG,1,0,9
만,NNP,1,0,18
만,NR,1,0,377
만개,NNG,1,0,1
만기,NNG,1,0,41
만기일,NNG,1,0,15
만끽,NNG,1,0,1
만나,VV,1,0,27
만능,NNG,1,0,3
만덕,NNP,1,0,1
만도,NNP,1,0,6
만두,NNP,1,0,2
만두라,NNP,1,0,1
만들,VV,1,0,2136
만료,NNG,1,0,57
만만,XR,1,0,2
만반,NNG,1,0,1
만보기,NNG,1,0,219
만사,NNP,1,0,3
만세,NNP,1,0,5
만약,MAG,1,0,14
만약,NNG,1,0,3
만연,NNG,1,0,1
만요,NNP,1,0,1
만원,NNP,1,0,3
만인,NNP,1,0,4
만일,NNG,1,0,1
만전,NNG,1,0,2
만점,NNG,1,0,16
만족,NNG,1,0,1332
만족,NNP,1,0,111
만족감,NNG,1,0,5
만족도,NNG,1,0,32
만지,NNP,1,0,2
만지,VV,1,0,7
만찬,NNP,1,0,1
만해,NNP,1,0,38
만화,NNP,1,0,1
만회,NNG,1,0,1
많,VA,1,0,2577
많이,MAG,1,0,1566
말,NNG,1,0,519
말,VV,1,0,3
말,VX,1,0,550
말귀,NNG,1,0,2
말끔히,MAG,1,0,3
말라,NNP,1,0,2
말리,VV,1,0,2
말사,NNG,1,0,1
말썽,NNG,1,0,5
말씀,NNG,1,0,45
말짱,MAG,1,0,2
말투,NNG,1,0,2
말투,NNP,1,0,2
말하자면,NNP,1,0,4
맘,NNG,1,0,234
맘대로,MAG,1,0,41
맘먹,VV,1,0,1
맛,NNG,1,0,21
맛나,NNP,1,0,1
맛나,VA,1,0,3
맛보,VV,1,0,2
맛있,VA,1,0,2
맛집,NNG,1,0,2
망,NNG,1,0,16
망가지,VV,1,0,3
망고,NNP,1,0,1
망라,NNG,1,0,1
망상,NNG,1,0,1
망상,NNP,1,0,1
망설이,VV,1,0,4
망설임,NNP,1,0,2
망치,VV,1,0,9
망통,NNP,1,0,1
망하,VV,1,0,54
맞,VV,1,0,376
맞대,VV,1,0,1
맞물리,VV,1,0,2
맞아떨어지,VV,1,0,1
맞이,XR,1,0,1
맞짱,NNP,1,0,2
맞추,VV,1,0,102
맞춤,NNG,1,0,6
맞히,VV,1,0,1
맡,NNG,1,0,1
맡,VV,1,0,3
맡기,VV,1,0,37
매,NNG,1,0,25
매,VV,1,0,32
매기,VV,1,0,2
매끄럽,VA,1,0,10
매너,NNG,1,0,3
매년,MAG,1,0,8
매뉴얼,NNG,1,0,51
매니,NNP,1,0,1
매니저,NNP,1,0,2
매달,MAG,1,0,55
매달리,VV,1,0,3
매도,NNG,1,0,11
매도,NNP,1,0,39
매력,NNG,1,0,13
매력,NNP,1,0,12
매매,NNG,1,0,8
매매,NNP,1,0,10
매물,NNG,1,0,2
매번,MAG,1,0,277
매수,NNG,1,0,55
매우,MAG,1,0,742
매월,MAG,1,0,22
매이,VV,1,0,3
매일,MAG,1,0,312
매일,NNG,1,0,6
매입,NNG,1,0,2
매장,NNG,1,0,6
매장,NNP,1,0,4
매주,MAG,1,0,9
매직,NNP,1,0,2
매체,NNG,1,0,4
매체,NNP,1,0,19
매출,NNG,1,0,5
매출액,NNG,1,0,3
매치,NNP,1,0,1
매크로,NNP,1,0,24
매핑,NNP,1,0,1
매한가지,NNG,1,0,2
맥,NNG,1,0,2
맥도날드,NNP,1,0,2
맥스,NNP,1,0,1
맨,NNG,1,0,3
맨날,MAG,1,0,80
맴,NNG,1,0,1
맴돌,VV,1,0,1
맵,VA,1,0,11
맹구,NNP,1,0,1
맹동,NNG,1,0,1
맹목,NNG,1,0,1
맹신,NNG,1,0,1
맹위,NNG,1,0,1
맹인,NNG,1,0,3
맺,VV,1,0,9
머,IC,1,0,1
머니,NNG,1,0,117
머리,NNG,1,0,18
머리,NNP,1,0,4
머리끝,NNG,1,0,1
머릿속,NNG,1,0,3
머무르,VV,1,0,3
머스트,NNP,1,0,1
머슴,NNG,1,0,1
머시,NNP,1,0,2
먹,NNG,1,0,147
먹,VV,1,0,94
먹,VX,1,0,28
먹고살,VV,1,0,5
먹방,NNP,1,0,1
먹이,NNP,1,0,2
먹이,VV,1,0,7
먹줄,NNG,1,0,1
먹통,NNG,1,0,329
먹히,VV,1,0,42
먼저,MAG,1,0,89
먼젓번,NNG,1,0,1
먼지,NNP,1,0,8
멀,NNP,1,0,11
멀,VA,1,0,85
멀리,MAG,1,0,11
멀쩡,XR,1,0,32
멀쩡히,MAG,1,0,23
멀티,NNP,1,0,3
멈추,VV,1,0,416
멈칫,MAG,1,0,1
멋,NNG,1,0,3
멋대로,MAG,1,0,14
멋있,VA,1,0,1
멋지,VA,1,0,21
멍,NNG,1,0,3
멍에,NNG,1,0,1
멍청,XR,1,0,19
멎,VV,1,0,5
메,NNG,1,0,12
메,VV,1,0,12
메가,NNP,1,0,3
메갈,NNG,1,0,279
메갈리아,NNP,1,0,6
메뉴,NNG,1,0,278
메뉴,NNP,1,0,1510
메뉴바,NNG,1,0,7
메리트,NNG,1,0,19
메모,NNG,1,0,69
메모리,NNP,1,0,9
메모장,NNP,1,0,4
메모지,NNG,1,0,4
메세,NNP,1,0,2
메세지,NNG,1,0,2
메시지,NNG,1,0,7
메시지,NNP,1,0,202
메신저,NNP,1,0,2
메우,VV,1,0,2
메이드,NNG,1,0,1
메이저,NNG,1,0,1
메이저,NNP,1,0,13
메이크,NNP,1,0,7
메이트,NNP,1,0,177
메인,NNP,1,0,260
메인보드,NNP,1,0,1
메일,NNP,1,0,85
멕이,VV,1,0,1
멘,NNG,1,0,1
멘탈,NNP,1,0,1
멘트,NNG,1,0,21
멜,NNP,1,0,1
멜로,NNP,1,0,2
멤버,NNG,1,0,3
멤버,NNP,1,0,5
며칠,NNG,1,0,397
멱살,NNG,1,0,1
면,NNG,1,0,175
면도,NNP,1,0,9
면모,NNG,1,0,2
면상,NNG,1,0,1
면전,NNP,1,0,2
면제,NNG,1,0,36
면제,NNP,1,0,58
면허,NNP,1,0,2
면허증,NNG,1,0,34
면회,NNG,1,0,1
멸,XR,1,0,1
명도,NNP,1,0,2
명령,NNG,1,0,1
명료,XR,1,0,15
명백,XR,1,0,1
명백히,MAG,1,0,1
명분,NNG,1,0,1
명불허전,NNP,1,0,2
명색,NNP,1,0,6
명성,NNG,1,0,1
명성,NNP,1,0,2
명세서,NNG,1,0,6
명시,NNG,1,0,5
명신,NNP,1,0,1
명실,NNG,1,0,1
명의,NNG,1,0,32
명의,NNP,1,0,16
명절,NNG,1,0,2
명절,NNP,1,0,1
명절날,NNG,1,0,1
명조체,NNP,1,0,1
명치,NNP,1,0,1
명칭,NNG,1,0,4
명쾌,XR,1,0,2
명태,NNP,1,0,1
명품,NNG,1,0,1
명확,XR,1,0,23
명확히,MAG,1,0,4
몇,NR,1,0,2
몇 번을,NNP,1,0,155
모,NNG,1,0,7
모,NNP,1,0,1
모,VV,1,0,3
모가지,NNG,1,0,1
모건,NNP,1,0,1
모네,NNP,1,0,1
모녀,NNG,1,0,1
모니터,NNP,1,0,1
모니터링,NNG,1,0,3
모닝,NNP,1,0,1
모던,NNG,1,0,1
모델,NNG,1,0,5
모델,NNP,1,0,6
모델링,NNP,1,0,1
모뎀,NNP,1,0,1
모도,NNP,1,0,1
모두,MAG,1,0,293
모두,NNG,1,0,32
모듈,NNP,1,0,2
모드,NNP,1,0,57
모라,NNP,1,0,1
모랑,NNP,1,0,1
모래시계,NNP,1,0,3
모레,NNG,1,0,1
모로,NNP,1,0,1
모르,VV,1,0,858
모르나,NNP,1,0,3
모르진,NNP,1,0,1
모름,NNP,1,0,20
모바일,NNG,1,0,1344
모바일,NNP,1,0,241
모바일 게임,NNP,1,0,2
모바일 결제,NNP,1,0,4
모범,NNG,1,0,3
모비,NNP,1,0,3
모색,NNG,1,0,2
모서리,NNP,1,0,1
모션,NNP,1,0,3
모순,NNG,1,0,1
모습,NNG,1,0,85
모시,VV,1,0,5
모아,NNP,1,0,19
모야,NNP,1,0,1
모양,NNG,1,0,118
모에,NNP,1,0,1
모욕감,NNG,1,0,1
모으,VV,1,0,159
모음,NNG,1,0,2
모이,VV,1,0,26
모임,NNG,1,0,10
모임,NNP,1,0,18
모자,NNG,1,0,1
모자,NNP,1,0,2
모자라,VV,1,0,11
모조리,MAG,1,0,3
모종,NNG,1,0,1
모집,NNG,1,0,3
모쪼록,MAG,1,0,2
모처럼,MAG,1,0,1
모트,NNP,1,0,1
모호,XR,1,0,2
목,NNG,1,0,4
목구멍,NNP,1,0,1
목덜미,NNG,1,0,1
목도,NNP,1,0,1
목돈,NNG,1,0,10
목록,NNG,1,0,123
목마,NNG,1,0,2
목소리,NNG,1,0,5
목소리,NNP,1,0,1
목숨,NNG,1,0,1
목요일,NNP,1,0,1
목적,NNG,1,0,25
목적,NNP,1,0,1
목적지,NNG,1,0,1
목차,NNP,1,0,7
목표,NNG,1,0,8
목표액,NNG,1,0,1
몫,NNG,1,0,1
몰,NNG,1,0,5
몰,VV,1,0,31
몰라보,VV,1,0,2
몰래,MAG,1,0,4
몰리,VV,1,0,17
몰아내,VV,1,0,7
몰아주,VV,1,0,1
몰이,NNG,1,0,1
몸,NNG,1,0,10
몸집,NNG,1,0,1
몹시,MAG,1,0,6
못,MAG,1,0,900
못,NNG,1,0,3
못내,MAG,1,0,1
못되,VA,1,0,3
못생기,VA,1,0,1
못쓰,VV,1,0,99
못지않,VA,1,0,2
못하,VA,1,0,1
못하,VX,1,0,1136
몽,NNP,1,0,1
몽땅,MAG,1,0,1
뫼비우스,NNP,1,0,2
뫼비우스의 띠,NNP,1,0,2
묘하,VA,1,0,2
무,NNG,1,0,10
무,NNP,1,0,1
무겁,VA,1,0,131
무게,NNP,1,0,1
무관,XR,1,0,2
무궁,XR,1,0,10
무급,NNG,1,0,1
무난,XR,1,0,61
무난히,MAG,1,0,2
무너지,VV,1,0,2
무능,NNG,1,0,10
무단,NNP,1,0,1
무더기,NNG,1,0,2
무던히,MAG,1,0,1
무도,NNP,1,0,1
무디,VA,1,0,1
무려,MAG,1,0,8
무료,NNG,1,0,127
무료,NNP,1,0,128
무료,XR,1,0,1
무릅쓰,VV,1,0,1
무릎,NNP,1,0,1
무리,NNG,1,0,36
무마,NNG,1,0,2
무방,XR,1,0,1
무상,NNP,1,0,1
무색,XR,1,0,1
무선,NNP,1,0,47
무선 네트워크,NNP,1,0,3
무선 통신,NNP,1,0,21
무선랜,NNP,1,0,1
무섭,VA,1,0,10
무성,NNP,1,0,1
무스,NNP,1,0,1
무시,NNG,1,0,19
무식,NNG,1,0,1
무신,NNP,1,0,1
무심,NNG,1,0,1
무심결,NNG,1,0,1
무심코,MAG,1,0,5
무어,NNP,1,0,1
무언,NNG,1,0,1
무용지물,NNG,1,0,5
무을,NNP,1,0,4
무음,NNP,1,0,4
무의식,NNP,1,0,1
무이자,NNG,1,0,1
무인,NNP,1,0,2
무조,NNP,1,0,1
무조건,MAG,1,0,84
무지,NNG,1,0,17
무지무지,MAG,1,0,4
무직,NNG,1,0,1
무진장,NNP,1,0,4
무척,MAG,1,0,52
무턱대고,MAG,1,0,2
무통,NNP,1,0,1
무한,NNG,1,0,4
무한,NNP,1,0,395
무한 대기,NNP,1,0,4
무한 루프,NNP,1,0,15
무한대,NNP,1,0,2
무한정,NNG,1,0,1
무한히,MAG,1,0,2
묵,NNG,1,0,1
묵묵부답,NNG,1,0,3
묵묵히,MAG,1,0,1
묵음,NNP,1,0,1
묶,VV,1,0,20
묶음,NNG,1,0,1
묶이,VV,1,0,24
문,NNG,1,0,73
문,NNP,1,0,17
문고,NNP,1,0,1
문구,NNG,1,0,1
문구,NNP,1,0,102
문구로,NNP,1,0,1
문도,NNP,1,0,1
문득,MAG,1,0,3
문맥,NNG,1,0,1
문명,NNP,1,0,2
문명사회,NNG,1,0,1
문명인,NNG,1,0,1
문상,NNG,1,0,3
문서,NNG,1,0,3
문안,NNG,1,0,2
문양,NNG,1,0,1
문어,NNP,1,0,2
문외한,NNG,1,0,2
문의,NNG,1,0,194
