"[('글', 'NNG'), ('아샤', 'NNP')]"
"[('간편', 'XR'), ('예적금', 'NNG'), ('급하', 'VA'), ('사용', 'NNG'), ('은행', 'NNG'), ('대기', 'NNP'), ('시간', 'NNG'), ('없이', 'MAG'), ('너무', 'MAG'), ('편하', 'VA'), ('사용', 'NNG')]","[('수고', 'NNG')]","[('감사', 'NNG')]"
"[('아주', 'MAG'), ('좋', 'VA')]"
"[('좋', 'VA')]"
"[('감사', 'NNG')]","[('활용', 'NNG')]"
"[('정말', 'MAG'), ('편하', 'VA')]"
"[('좋', 'VA')]"
"[('참', 'NNG'), ('편리', 'NNG')]"
"[('편리', 'NNG'), ('투명', 'NNG'), ('모임', 'NNG'), ('비', 'NNG'), ('거두', 'VV'), ('있', 'VX'), ('좋', 'VA')]"
"[('사용자', 'NNP'), ('편리', 'NNG')]"
"[('계좌', 'NNP'), ('송금', 'NNG'), ('수수료', 'NNP'), ('없', 'VA'), ('정말', 'MAG'), ('좋', 'VA')]"
"[('편하', 'VA')]"
"[('금융', 'NNP'), ('기관', 'NNP'), ('연계', 'NNG'), ('가능', 'XR'), ('편하', 'VA')]"
"[('절차', 'NNG'), ('오류', 'NNP'), ('진짜', 'MAG'), ('욕', 'NNG'), ('나오', 'VV'), ('만들', 'VV')]"
"[('조', 'NR'), ('아', 'NNP'), ('요', 'NNP')]"
"[('편리', 'NNG'), ('하', 'VV'), ('불편', 'NNG'), ('있', 'VV')]"
"[('돈', 'NNG'), ('장난치', 'VV'), ('좋', 'VA')]"
"[('굿', 'NNG')]"
"[('편하', 'VA'), ('수수료', 'NNP'), ('없', 'VA'), ('카', 'MAG'), ('톡', 'MAG'), ('친구', 'NNG'), ('이', 'VCP'), ('보내', 'VV'), ('쉽', 'VA'), ('받', 'VV'), ('쉽', 'VA'), ('기도', 'NNP'), ('상관없이', 'MAG'), ('충전', 'NNP'), ('잘', 'MAG'), ('연결', 'NNG'), ('카', 'NNG'), ('뱅', 'NNG'), ('없', 'VA'), ('조금', 'MAG'), ('당황', 'NNG'), ('신한', 'NNP'), ('연결', 'NNG')]"
"[('별로', 'MAG'), ('이', 'VCP')]"
"[('너무', 'MAG'), ('편하', 'VA'), ('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VX')]"
"[('너무', 'MAG'), ('잘', 'MAG'), ('만들', 'VV'), ('같', 'VA')]"
"[('저축', 'NNG'), ('습관', 'NNP'), ('목돈', 'NNG'), ('마련', 'NNG'), ('가능', 'NNG')]"
"[('좋', 'VA')]"
"[('수수료', 'NNP'), ('면제', 'NNP'), ('다양', 'XR'), ('기능', 'NNG'), ('만족', 'NNG')]"
"[('카카', 'NNP'), ('뱅크', 'NNP'), ('빨리', 'MAG'), ('잘', 'MAG'), ('같', 'VA'), ('좋', 'VA')]"
[]
"[('너무', 'MAG'), ('너무', 'MAG'), ('간편', 'XR'), ('펴', 'VV'), ('좋', 'VA')]"
"[('좋', 'VA')]"
"[('좋', 'VA')]"
"[('검은사막', 'NNP'), ('의', 'NNG'), ('모바일', 'NNP'), ('억', 'NR'), ('카카오', 'NNP'), ('뱅크', 'NNP')]"
"[('아주', 'NNP'), ('편리', 'NNG'), ('좋', 'VA')]"
"[('저금통', 'NNP'), ('적금', 'NNP'), ('이용', 'NNG'), ('있', 'VV'), ('도움', 'NNG'), ('되', 'VV'), ('좋', 'VA')]"
"[('편하', 'VA'), ('좋', 'VA')]"
"[('쓰기', 'NNP'), ('정말', 'NNP'), ('편하', 'VA')]"
[]
"[('간단', 'XR'), ('좋', 'VA')]"
"[('편리', 'NNG'), ('율도', 'NNP'), ('좋', 'VA'), ('예', 'NNG')]"
"[('카카오', 'NNP'), ('엄청', 'MAG'), ('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VX')]","[('학생', 'NNG'), ('이', 'VCP'), ('용돈', 'NNG'), ('카드', 'NNG'), ('쓰기', 'NNP'), ('좋', 'VA')]"
"[('불편', 'NNG'), ('없', 'VA')]"
"[('편리', 'NNG')]"
"[('묻', 'VV'), ('따지', 'VV'), ('않', 'VX'), ('최고', 'NNG')]"
"[('굿', 'NNG')]"
"[('넘', 'NNG'), ('편하', 'VA'), ('좋', 'VA'), ('금융', 'NNG'), ('혁신', 'NNP')]"
"[('이체', 'NNG'), ('너무', 'MAG'), ('편하', 'VA'), ('수수료', 'NNP'), ('무료', 'NNG')]","[('너무', 'MAG'), ('좋', 'VA')]"
"[('아주', 'NNP'), ('유용', 'NNG'), ('사용', 'NNG')]"
"[('사용', 'NNG'), ('편의', 'NNG'), ('너무', 'MAG'), ('좋', 'VA')]"
"[('안녕하세요', 'NNP')]"
"[('편하', 'VA')]"
"[('편하', 'VA'), ('빠르', 'VA'), ('만족', 'NNG')]"
"[('카카오', 'NNP'), ('뱅크', 'NNP'), ('짱', 'MAG')]"
"[('매우', 'MAG'), ('만족', 'NNG')]"
"[('카', 'NNG'), ('뱅', 'NNG'), ('한', 'NNP'), ('게', 'NNG'), ('없', 'VA')]"
"[('좋', 'VA')]"
