"[('기기', 'NNG'), ('변경', 'NNG'), ('신분증', 'NNP'), ('촬영', 'NNG'), ('후', 'NNG'), ('잘', 'MAG'), ('쓰', 'VV'), ('어제', 'MAG'), ('저녁', 'NNG'), ('갑', 'NNG'), ('작', 'NNG'), ('신분증', 'NNP'), ('재확인', 'NNG'), ('인하', 'VV'), ('거래', 'NNG'), ('제한', 'NNG'), ('걸리', 'VV'), ('빨리', 'MAG'), ('확인', 'NNG'), ('해', 'NNG'), ('부탁', 'NNG'), ('드리', 'VV')]","[('돈', 'NNG'), ('카', 'NNG'), ('뱅', 'NNG'), ('다', 'MAG'), ('들', 'VV'), ('있', 'VX'), ('쓰', 'VV'), ('못하', 'VX'), ('돈', 'NNG'), ('옮기', 'VV'), ('못하', 'VX')]"
"[('군인', 'NNG'), ('이', 'VCP'), ('사용', 'NNG'), ('못하', 'VX')]"
[]
"[('진화', 'NNP'), ('이', 'VCP'), ('알람', 'NNP'), ('오', 'VV'), ('화면', 'NNG'), ('켜', 'VV'), ('지', 'VX'), ('않', 'VX')]","[('90', 'NNP'), ('사용자', 'NNP'), ('이', 'VCP')]","[('확인', 'NNG'), ('후', 'NNG'), ('정해', 'NNP'), ('주', 'VX')]"
"[('프', 'VX'), ('이', 'NNP'), ('설치', 'NNP'), ('안되', 'VA')]"
"[('계좌', 'NNG'), ('만들', 'VV'), ('하', 'VV'), ('자꾸', 'MAG'), ('실명', 'NNP'), ('정보', 'NNP'), ('확인', 'NNG'), ('제가', 'NNP'), ('아니', 'VCN'), ('틀리', 'VV'), ('않', 'VX'), ('맞', 'VV'), ('다시', 'MAG'), ('하', 'VV'), ('제가', 'NNP'), ('아니', 'VCN'), ('도대체', 'MAG')]"
"[('왜', 'MAG'), ('다운로드', 'NNP'), ('안', 'NNG'), ('카', 'NNG'), ('뱅', 'NNG'), ('어제', 'MAG'), ('저녁', 'NNG'), ('지금', 'NNG'), ('다운로드', 'NNP'), ('실행', 'NNP'), ('이', 'VCP'), ('동그라미', 'NNG'), ('뱅뱅뱅', 'NNP'), ('돕', 'VV'), ('어지럽', 'VA'), ('이미', 'MAG'), ('모두', 'NNG'), ('은행', 'NNG'), ('이', 'VCP'), ('되', 'VV'), ('사람', 'NNG'), ('카', 'NNG'), ('뱅', 'NNG'), ('이', 'VCP'), ('왠지', 'MAG'), ('억울', 'XR'), ('열', 'NNG'), ('받', 'VV'), ('심정', 'NNG'), ('이', 'VCP'), ('자격', 'NNG'), ('안', 'NNG'), ('사람', 'NNG'), ('같', 'VA'), ('슬프', 'VA'), ('하', 'VX'), ('참', 'MAG'), ('사람', 'NNG'), ('정말', 'MAG'), ('기력', 'NNG'), ('만들', 'VV'), ('버리', 'VX'), ('옛말', 'NNG'), ('촌', 'NNG'), ('절', 'NNG'), ('살인', 'NNP'), ('이', 'VCP'), ('딱', 'MAG'), ('이', 'VCP'), ('같', 'VA'), ('정말', 'MAG'), ('기분', 'NNG'), ('좋', 'VA'), ('않', 'VX'), ('어떻', 'VA'), ('해결', 'NNG'), ('좀', 'MAG'), ('삭제', 'NNG'), ('진행', 'NNG'), ('똑같이', 'MAG'), ('뱅뱅', 'MAG'), ('돌', 'VV'), ('하', 'VV')]"
"[('계속', 'NNG'), ('시스템', 'NNG'), ('오류로', 'NNP'), ('혹시나', 'MAG'), ('하', 'VV'), ('다시', 'MAG'), ('시작', 'NNG'), ('보', 'VX'), ('기존', 'NNG'), ('사', 'NNG'), ('계좌', 'NNG'), ('다시', 'MAG'), ('복구', 'NNG'), ('하', 'VX'), ('오류', 'NNP'), ('해결', 'NNG'), ('언제', 'MAG')]"
"[('혜택', 'NNG'), ('사용', 'NNG'), ('되', 'VV'), ('건지', 'NNG'), ('안', 'NNG'), ('걸', 'VV'), ('프로모션', 'NNP'), ('혜택', 'NNG'), ('설명', 'NNG'), ('신용카드', 'NNP'), ('카카오', 'NNP'), ('뱅크', 'NNP'), ('설명', 'NNG'), ('놓', 'VX'), ('막상', 'MAG'), ('하', 'VV'), ('하', 'VX'), ('선택', 'NNP'), ('없', 'VA'), ('곳', 'NNG'), ('많', 'VA'), ('혜택', 'NNG'), ('사기꾼들', 'NNP'), ('이', 'NNP'), ('신가', 'NNP')]"
"[('폰', 'NNP'), ('되', 'VV'), ('이', 'VCP')]"
"[('돈', 'NNG'), ('내', 'VV'), ('미니', 'NNP'), ('카드', 'NNP'), ('신청', 'NNG'), ('결재', 'NNG'), ('왜', 'MAG'), ('계속', 'MAG'), ('발급', 'NNG'), ('하', 'VV'), ('하', 'VV'), ('반송', 'NNG'), ('되', 'VV'), ('그렇', 'VA'), ('돈', 'NNG'), ('내', 'VV'), ('카드', 'NNG'), ('신청', 'NNP'), ('하', 'VV'), ('지나', 'VV'), ('같', 'VA'), ('계속', 'MAG'), ('카드', 'NNP'), ('신청', 'NNP'), ('이', 'VCP'), ('뜨', 'VV'), ('배', 'NNG'), ('송', 'NNP'), ('이', 'VCP'), ('안', 'MAG'), ('뜨', 'VV')]"
"[('계좌', 'NNP'), ('개설', 'NNG'), ('없', 'VA'), ('최근', 'NNG'), ('개설', 'NNG'), ('개설', 'NNG'), ('못하', 'VX'), ('하', 'VV'), ('게', 'NNG'), ('너무', 'MAG'), ('어이', 'NNP'), ('없', 'VA'), ('이름', 'NNG'), ('잘못', 'NNG'), ('게', 'NNG'), ('없', 'VA'), ('실명', 'NNP'), ('확인', 'NNG'), ('불가', 'NNG'), ('하', 'VV'), ('주민등록번호', 'NNP'), ('아니', 'VCN'), ('이름', 'NNG'), ('잘못', 'MAG'), ('되', 'VV'), ('하', 'VV'), ('몰래', 'MAG'), ('이름', 'NNG'), ('개명', 'NNG'), ('아니', 'VCN'), ('어떻', 'VA'), ('하란', 'NNP'), ('건지', 'NNG')]"
"[('통장', 'NNG'), ('잔고', 'NNG'), ('없', 'VA'), ('가내', 'NNG'), ('통장', 'NNG'), ('채우', 'VV'), ('주', 'VX'), ('사람', 'NNP'), ('없', 'VA')]"
[]
"[('쿠팡', 'NNP'), ('환불', 'NNG'), ('한도', 'NNP'), ('빼', 'VV'), ('가', 'VX'), ('언제', 'MAG'), ('들어오', 'VV')]"
"[('실제', 'NNG'), ('드', 'NNP')]"
"[('미니', 'NNG'), ('사용', 'NNG'), ('있', 'VX'), ('좋', 'VA')]"
"[('신용', 'NNG'), ('대출', 'NNG'), ('진행', 'NNG'), ('업데이트', 'NNP'), ('하', 'VV'), ('하', 'VV'), ('업데이트', 'NNP'), ('이미', 'MAG'), ('되', 'VV'), ('있', 'VX')]","[('다시', 'MAG'), ('들어가', 'VV'), ('업데이트', 'NNP'), ('하', 'VV'), ('하', 'VV'), ('무한 루프', 'NNP')]"
"[('계좌', 'NNG'), ('만', 'NR'), ('때', 'NNG'), ('실명', 'NNP'), ('정보', 'NNG'), ('적', 'VA'), ('창', 'NNG'), ('나오', 'VV')]","[('시키', 'VV'), ('대로', 'NNP'), ('실명', 'NNP'), ('주민등록번호', 'NNP'), ('적', 'VA'), ('자꾸', 'MAG'), ('틀리', 'VV'), ('실패', 'NNG'), ('누적', 'NNG'), ('되', 'VV')]","[('혹시', 'MAG'), ('모르', 'VV'), ('민', 'NNP'), ('증도', 'NNP'), ('들', 'VV'), ('하나하나', 'MAG'), ('천천히', 'MAG'), ('찍', 'VV'), ('보', 'VX'), ('똑같', 'VA')]","[('남은', 'NNP'), ('기회', 'NNG'), ('이', 'VCP'), ('어떡하', 'VV')]"
