"[('이틀', 'NNG'), ('간편', 'XR'), ('로고', 'NNP'), ('인', 'NNG'), ('로딩', 'NNP'), ('나오', 'VV'), ('되', 'VV'), ('지', 'VX'), ('않', 'VX'), ('너무', 'MAG'), ('불편', 'NNG')]"
"[('장난치', 'VV'), ('만들', 'VV'), ('영업점', 'NNG'), ('가', 'VV'), ('출금', 'NNG'), ('계좌', 'NNG'), ('만들', 'VV'), ('하', 'VV'), ('비대', 'NNP'), ('이', 'VCP'), ('계좌', 'NNG'), ('만들', 'VV')]","[('진짜', 'MAG'), ('어쩌', 'VV'), ('없이', 'MAG'), ('쓰', 'VV'), ('하', 'VV'), ('계좌', 'NNP'), ('만들', 'VV'), ('없', 'VA')]","[('그렇', 'VA'), ('이', 'VCP'), ('아예', 'MAG'), ('계좌', 'NNP'), ('만들', 'VV'), ('걸', 'VV'), ('없애', 'VV'), ('하', 'VV'), ('겁', 'NNG'), ('이', 'VCP'), ('그렇', 'VA'), ('이', 'VCP'), ('모바일', 'NNP'), ('뱅킹', 'NNG'), ('만들', 'VV'), ('마', 'NNG'), ('급하', 'VA'), ('입금', 'NNG'), ('출금', 'NNG'), ('영업점', 'NNG'), ('방문', 'NNG'), ('하', 'VX'), ('욕', 'NNG'), ('이', 'VCP'), ('나오', 'VV')]"
"[('못', 'MAG'), ('주', 'VX'), ('비대', 'NNP'), ('이', 'VCP'), ('신규', 'NNG'), ('가입', 'NNG'), ('본인', 'NNG'), ('핸드폰', 'NNP'), ('신분증', 'NNP'), ('있', 'VV'), ('되', 'VV'), ('농협', 'NNP'), ('보안', 'NNP'), ('카드', 'NNP'), ('없', 'VA'), ('가입', 'NNG'), ('못하', 'VX'), ('하', 'VV'), ('놓', 'VX')]"
"[('모바일', 'NNP'), ('하', 'VV'), ('로그인', 'NNG'), ('이', 'VCP'), ('하', 'VV'), ('하', 'VV'), ('로그인', 'NNP'), ('안', 'MAG'), ('되', 'VV')]"
"[('아래', 'NNG'), ('사람', 'NNG'), ('적', 'VA'), ('이틀', 'NNG'), ('전', 'NNG'), ('잘', 'MAG'), ('들어가', 'VV'), ('지금', 'NNG'), ('무한', 'NNP'), ('로딩', 'NNP'), ('걸리', 'VV'), ('다시', 'MAG'), ('깔', 'VV'), ('보', 'VV'), ('하', 'VV'), ('동일', 'NNG'), ('현상', 'NNG'), ('이', 'VCP')]"
"[('왜', 'MAG'), ('사용', 'NNG'), ('안', 'MAG'), ('하', 'VV'), ('배터리', 'NNP'), ('엄청', 'MAG'), ('먹', 'VV'), ('너무', 'MAG'), ('심하', 'VA'), ('시간', 'NNP'), ('사용', 'NNG')]"
"[('엄연히', 'MAG'), ('수수료', 'NNP'), ('내', 'VV'), ('이용', 'NNG'), ('왜', 'MAG'), ('이렇', 'VA'), ('광고', 'NNG'), ('많', 'VA')]"
"[('왜', 'MAG'), ('안', 'MAG'), ('들어가', 'VV'), ('지', 'VX')]"
"[('프', 'VX'), ('잘', 'MAG'), ('이용', 'NNG'), ('안', 'NNG'), ('삭제', 'NNG'), ('다시', 'MAG'), ('깔', 'VV'), ('안', 'NNG'), ('원래', 'NNG'), ('프', 'VX'), ('이', 'NNP'), ('빠르', 'VA'), ('아니', 'VCN'), ('이제', 'NNG'), ('연결', 'NNG'), ('안', 'MAG'), ('되', 'VV')]"
"[('민', 'NNP'), ('증', 'NNG'), ('사진', 'NNG'), ('하', 'VV'), ('어둡', 'VA'), ('배경', 'NNG'), ('찍', 'VV'), ('왜', 'MAG'), ('계속', 'MAG'), ('다시', 'MAG'), ('찍', 'VV'), ('걸', 'VV')]"
"[('열리', 'VV'), ('않', 'VX'), ('로딩', 'NNP'), ('계속', 'NNG')]"
"[('쓰레기', 'NNP')]"
"[('리뷰', 'NNP'), ('지우', 'VV'), ('보', 'VV'), ('붙', 'VV'), ('쉽', 'VA'), ('남', 'NNG'), ('다', 'MAG'), ('되', 'VV'), ('명절', 'NNG'), ('이', 'VCP'), ('혼자', 'NNG'), ('안', 'NNG')]"
"[('아니', 'MAG'), ('보안', 'NNP'), ('카드', 'NNP'), ('분실', 'NNG'), ('신고', 'NNG'), ('간편', 'XR'), ('로그인', 'NNG'), ('하', 'VV'), ('장기', 'NNP'), ('휴', 'NNP'), ('이', 'VCP'), ('풀', 'VV'), ('결국', 'MAG'), ('보안', 'NNP'), ('카드', 'NNP'), ('로그인', 'NNG'), ('되', 'VV'), ('개떡', 'NNG'), ('같', 'VA'), ('시스템', 'NNG'), ('이', 'VCP')]"
"[('간편', 'XR'), ('인증', 'NNG'), ('계좌', 'NNG'), ('번호', 'NNG'), ('비번', 'NNG'), ('입력', 'NNG'), ('하', 'VV'), ('비번', 'NNG'), ('외우', 'VV'), ('쉽', 'VA'), ('치', 'VV'), ('계좌', 'NNG'), ('번호', 'NNG'), ('외우', 'VV'), ('게', 'NNG'), ('싫', 'VA'), ('간편', 'XR'), ('인증', 'NNG'), ('걸', 'VV')]"
"[('불편', 'NNG')]","[('농협', 'NNP'), ('깔', 'VV'), ('하', 'VX')]"
"[('은행', 'NNG'), ('프', 'VX'), ('제일', 'NNG'), ('구림', 'NNP'), ('사용자', 'NNP'), ('분노', 'NNG'), ('유발', 'NNP'), ('물', 'NNG')]"
"[('로그인', 'NNP'), ('하기', 'NNP'), ('힘들', 'VA'), ('오류', 'NNP'), ('나', 'VV'), ('모르', 'VV')]"
"[('에이', 'IC'), ('진짜', 'MAG'), ('올인', 'NNP'), ('뱅크', 'NNP'), ('이', 'VCP'), ('이건', 'NNP'), ('좀', 'MAG'), ('하나로', 'NNP'), ('좀', 'MAG'), ('하', 'VV')]"
"[('가입', 'NNG'), ('계좌', 'NNP'), ('계', 'NNG'), ('설', 'NNG'), ('왜', 'MAG'), ('안', 'MAG'), ('되', 'VV')]","[('영업점', 'NNG'), ('방문', 'NNG'), ('이렇', 'VA'), ('이', 'VCP'), ('왜', 'MAG'), ('만들', 'VV')]"
